{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.36, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': -0.598, 'yaw': 0.0, 'datetime': '2018-12-12 14:17:06.573691', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.38, 'flw0': 0.0, 'time': 1.26, 'compass': -28.14, 'pitch': -1.29, 'roll': 0.57}
{'lipoC2': 7.57, 'temp': 0.0, 'lipoC3S3': 11.21, 'state': 'normal', 'rot1': 79, 'rot0': 83, 'rot3': 0, 'rot2': 0, 'depth': -0.293, 'yaw': 9.49, 'datetime': '2018-12-12 14:17:20.140742', 'mgs': 0, 'flw2': 2.56, 'flw1': 0.0, 'flw0': 2.87, 'time': 14.8, 'compass': -18.65, 'pitch': 1.85, 'roll': 2.22}
{'lipoC2': 7.41, 'temp': 0.0, 'lipoC3S3': 11.14, 'state': 'normal', 'rot1': 82, 'rot0': 86, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': 10.5, 'datetime': '2018-12-12 14:17:20.349249', 'mgs': 0, 'flw2': 2.65, 'flw1': 0.0, 'flw0': 2.75, 'time': 15.01, 'compass': -17.64, 'pitch': 1.91, 'roll': 2.29}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.38, 'state': 'normal', 'rot1': 86, 'rot0': 89, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': 11.23, 'datetime': '2018-12-12 14:17:20.560701', 'mgs': 0, 'flw2': 2.62, 'flw1': 0.18, 'flw0': 2.58, 'time': 15.22, 'compass': -16.92, 'pitch': 1.89, 'roll': 2.11}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.54, 'state': 'normal', 'rot1': 88, 'rot0': 91, 'rot3': 0, 'rot2': 0, 'depth': 0.089, 'yaw': 11.89, 'datetime': '2018-12-12 14:17:20.773398', 'mgs': 0, 'flw2': 2.49, 'flw1': 0.56, 'flw0': 2.76, 'time': 15.43, 'compass': -16.25, 'pitch': 1.86, 'roll': 1.51}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 90, 'rot0': 94, 'rot3': 0, 'rot2': 0, 'depth': 0.089, 'yaw': 12.36, 'datetime': '2018-12-12 14:17:20.982554', 'mgs': 0, 'flw2': 2.84, 'flw1': 0.0, 'flw0': 2.99, 'time': 15.64, 'compass': -15.78, 'pitch': 1.83, 'roll': 0.88}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 93, 'rot0': 96, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': 12.83, 'datetime': '2018-12-12 14:17:21.186802', 'mgs': 0, 'flw2': 2.56, 'flw1': 0.38, 'flw0': 2.71, 'time': 15.85, 'compass': -15.32, 'pitch': 1.82, 'roll': 0.87}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 95, 'rot0': 99, 'rot3': 0, 'rot2': 0, 'depth': -0.293, 'yaw': 13.31, 'datetime': '2018-12-12 14:17:21.401476', 'mgs': 0, 'flw2': 2.56, 'flw1': 0.44, 'flw0': 2.67, 'time': 16.06, 'compass': -14.83, 'pitch': 2.15, 'roll': 1.17}
{'lipoC2': 7.44, 'temp': 0.0, 'lipoC3S3': 11.34, 'state': 'normal', 'rot1': 97, 'rot0': 101, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': 13.95, 'datetime': '2018-12-12 14:17:21.603670', 'mgs': 0, 'flw2': 2.87, 'flw1': 0.0, 'flw0': 2.64, 'time': 16.27, 'compass': -14.19, 'pitch': 2.31, 'roll': 1.49}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.13, 'state': 'normal', 'rot1': 100, 'rot0': 104, 'rot3': 0, 'rot2': 0, 'depth': 2.759, 'yaw': 14.7, 'datetime': '2018-12-12 14:17:21.816173', 'mgs': 0, 'flw2': 2.75, 'flw1': 0.0, 'flw0': 2.86, 'time': 16.48, 'compass': -13.44, 'pitch': 2.33, 'roll': 1.8}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.59, 'state': 'normal', 'rot1': 103, 'rot0': 107, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': 15.32, 'datetime': '2018-12-12 14:17:22.024367', 'mgs': 0, 'flw2': 2.55, 'flw1': 0.38, 'flw0': 2.93, 'time': 16.69, 'compass': -12.82, 'pitch': 2.29, 'roll': 2.07}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.58, 'state': 'normal', 'rot1': 106, 'rot0': 110, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 15.83, 'datetime': '2018-12-12 14:17:22.233953', 'mgs': 0, 'flw2': 2.55, 'flw1': 0.64, 'flw0': 2.8, 'time': 16.89, 'compass': -12.31, 'pitch': 2.26, 'roll': 2.03}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 11.31, 'state': 'normal', 'rot1': 109, 'rot0': 113, 'rot3': 0, 'rot2': 0, 'depth': -0.446, 'yaw': 16.4, 'datetime': '2018-12-12 14:17:22.449754', 'mgs': 0, 'flw2': 2.69, 'flw1': 0.41, 'flw0': 2.99, 'time': 17.1, 'compass': -11.75, 'pitch': 2.24, 'roll': 1.78}
{'lipoC2': 7.42, 'temp': 0.0, 'lipoC3S3': 11.3, 'state': 'normal', 'rot1': 111, 'rot0': 115, 'rot3': 0, 'rot2': 0, 'depth': 0.775, 'yaw': 17.09, 'datetime': '2018-12-12 14:17:22.655717', 'mgs': 0, 'flw2': 2.93, 'flw1': 0.0, 'flw0': 2.71, 'time': 17.31, 'compass': -11.05, 'pitch': 2.36, 'roll': 1.3}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 113, 'rot0': 117, 'rot3': 0, 'rot2': 0, 'depth': -0.064, 'yaw': 18.1, 'datetime': '2018-12-12 14:17:22.870574', 'mgs': 0, 'flw2': 3.14, 'flw1': 0.09, 'flw0': 2.95, 'time': 17.52, 'compass': -10.04, 'pitch': 2.79, 'roll': 1.07}
{'lipoC2': 7.38, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 116, 'rot0': 120, 'rot3': 0, 'rot2': 0, 'depth': 0.623, 'yaw': 19.43, 'datetime': '2018-12-12 14:17:23.079382', 'mgs': 0, 'flw2': 3.19, 'flw1': 0.0, 'flw0': 3.31, 'time': 17.73, 'compass': -8.72, 'pitch': 3.29, 'roll': 1.16}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.39, 'state': 'normal', 'rot1': 118, 'rot0': 122, 'rot3': 0, 'rot2': 0, 'depth': 0.699, 'yaw': 20.8, 'datetime': '2018-12-12 14:17:23.288440', 'mgs': 0, 'flw2': 2.84, 'flw1': 0.59, 'flw0': 2.98, 'time': 17.94, 'compass': -7.34, 'pitch': 3.38, 'roll': 1.44}
{'lipoC2': 7.53, 'temp': 0.0, 'lipoC3S3': 11.21, 'state': 'normal', 'rot1': 121, 'rot0': 125, 'rot3': 0, 'rot2': 0, 'depth': -0.751, 'yaw': 21.95, 'datetime': '2018-12-12 14:17:23.497119', 'mgs': 0, 'flw2': 3.27, 'flw1': 0.0, 'flw0': 3.22, 'time': 18.15, 'compass': -6.19, 'pitch': 3.16, 'roll': 1.31}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.46, 'state': 'normal', 'rot1': 123, 'rot0': 128, 'rot3': 0, 'rot2': 0, 'depth': 0.089, 'yaw': 22.71, 'datetime': '2018-12-12 14:17:23.707318', 'mgs': 0, 'flw2': 3.04, 'flw1': 0.18, 'flw0': 3.03, 'time': 18.36, 'compass': -5.43, 'pitch': 2.89, 'roll': 1.34}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.54, 'state': 'normal', 'rot1': 127, 'rot0': 131, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': 24.32, 'datetime': '2018-12-12 14:17:24.018391', 'mgs': 0, 'flw2': 3.13, 'flw1': 0.0, 'flw0': 3.03, 'time': 18.67, 'compass': -3.83, 'pitch': 2.76, 'roll': 2.14}
{'lipoC2': 7.51, 'temp': 0.0, 'lipoC3S3': 11.38, 'state': 'normal', 'rot1': 129, 'rot0': 133, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': 25.35, 'datetime': '2018-12-12 14:17:24.227710', 'mgs': 0, 'flw2': 0.99, 'flw1': 0.0, 'flw0': 0.56, 'time': 18.88, 'compass': -2.79, 'pitch': 2.81, 'roll': 2.13}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.4, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': 26.16, 'datetime': '2018-12-12 14:17:24.437822', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.35, 'flw0': 0.0, 'time': 19.09, 'compass': -1.98, 'pitch': 1.25, 'roll': 1.55}
{'lipoC2': 7.38, 'temp': 0.0, 'lipoC3S3': 11.35, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': -0.293, 'yaw': 27.0, 'datetime': '2018-12-12 14:17:24.647122', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.5, 'flw0': 0.0, 'time': 19.3, 'compass': -1.14, 'pitch': -1.79, 'roll': 1.01}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.65, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': 28.05, 'datetime': '2018-12-12 14:17:24.856864', 'mgs': 0, 'flw2': 0.11, 'flw1': 0.0, 'flw0': 0.0, 'time': 19.51, 'compass': -0.09, 'pitch': -2.74, 'roll': 0.94}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': 29.26, 'datetime': '2018-12-12 14:17:25.064938', 'mgs': 0, 'flw2': 0.22, 'flw1': 0.0, 'flw0': 0.1, 'time': 19.72, 'compass': 1.11, 'pitch': -1.93, 'roll': 1.16}
{'lipoC2': 7.37, 'temp': 0.0, 'lipoC3S3': 11.34, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.699, 'yaw': 30.46, 'datetime': '2018-12-12 14:17:25.273926', 'mgs': 0, 'flw2': 0.18, 'flw1': 0.0, 'flw0': 0.27, 'time': 19.92, 'compass': 2.32, 'pitch': -1.42, 'roll': 1.29}
{'lipoC2': 7.4, 'temp': 0.0, 'lipoC3S3': 11.27, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': 31.71, 'datetime': '2018-12-12 14:17:25.483725', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.0, 'time': 20.13, 'compass': 3.57, 'pitch': -1.81, 'roll': 1.06}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.34, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': -0.674, 'yaw': 33.1, 'datetime': '2018-12-12 14:17:25.693036', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.59, 'flw0': 0.0, 'time': 20.34, 'compass': 4.96, 'pitch': -2.21, 'roll': 0.85}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.61, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.546, 'yaw': 34.62, 'datetime': '2018-12-12 14:17:25.903212', 'mgs': 0, 'flw2': 0.04, 'flw1': 0.0, 'flw0': 0.0, 'time': 20.55, 'compass': 6.48, 'pitch': -1.89, 'roll': 0.86}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.64, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': -0.217, 'yaw': 36.15, 'datetime': '2018-12-12 14:17:26.111924', 'mgs': 0, 'flw2': 0.16, 'flw1': 0.0, 'flw0': 0.0, 'time': 20.76, 'compass': 8.01, 'pitch': -1.48, 'roll': 0.9}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.39, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 37.67, 'datetime': '2018-12-12 14:17:26.319580', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.0, 'time': 20.97, 'compass': 9.52, 'pitch': -1.8, 'roll': 0.94}
{'lipoC2': 7.53, 'temp': 0.0, 'lipoC3S3': 11.39, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': 39.29, 'datetime': '2018-12-12 14:17:26.529137', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.0, 'time': 21.18, 'compass': 11.15, 'pitch': -1.99, 'roll': 0.97}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.39, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': -0.598, 'yaw': 40.88, 'datetime': '2018-12-12 14:17:26.738340', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.0, 'time': 21.39, 'compass': 12.74, 'pitch': -1.41, 'roll': 1.21}
{'lipoC2': 7.46, 'temp': 0.0, 'lipoC3S3': 11.38, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.851, 'yaw': 42.42, 'datetime': '2018-12-12 14:17:26.948441', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.0, 'flw0': 0.24, 'time': 21.6, 'compass': 14.28, 'pitch': -1.08, 'roll': 1.23}
{'lipoC2': 7.43, 'temp': 0.0, 'lipoC3S3': 11.26, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.241, 'yaw': 43.99, 'datetime': '2018-12-12 14:17:27.158254', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.26, 'time': 21.81, 'compass': 15.85, 'pitch': -1.48, 'roll': 0.89}
{'lipoC2': 7.51, 'temp': 0.0, 'lipoC3S3': 11.26, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.928, 'yaw': 45.41, 'datetime': '2018-12-12 14:17:27.367474', 'mgs': 0, 'flw2': 0.24, 'flw1': 0.0, 'flw0': 0.13, 'time': 22.01, 'compass': 17.27, 'pitch': -2.01, 'roll': 0.62}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.38, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': 0.699, 'yaw': 46.94, 'datetime': '2018-12-12 14:17:27.575694', 'mgs': 0, 'flw2': 0.18, 'flw1': 0.0, 'flw0': 0.0, 'time': 22.22, 'compass': 18.8, 'pitch': -2.09, 'roll': 0.59}
{'lipoC2': 7.52, 'temp': 0.0, 'lipoC3S3': 11.19, 'state': 'normal', 'rot1': 130, 'rot0': 134, 'rot3': 0, 'rot2': 0, 'depth': -1.208, 'yaw': 48.46, 'datetime': '2018-12-12 14:17:27.785227', 'mgs': 0, 'flw2': 0.0, 'flw1': 2.81, 'flw0': 0.27, 'time': 22.43, 'compass': 20.32, 'pitch': -1.54, 'roll': 0.42}
{'lipoC2': 7.57, 'temp': 0.0, 'lipoC3S3': 11.06, 'state': 'normal', 'rot1': 132, 'rot0': 136, 'rot3': 1, 'rot2': 1, 'depth': 0.699, 'yaw': 49.16, 'datetime': '2018-12-12 14:17:27.989442', 'mgs': 0, 'flw2': 8.62, 'flw1': 1.99, 'flw0': 8.7, 'time': 22.64, 'compass': 21.02, 'pitch': -0.75, 'roll': 0.26}
{'lipoC2': 7.62, 'temp': 0.0, 'lipoC3S3': 11.17, 'state': 'normal', 'rot1': 138, 'rot0': 141, 'rot3': 2, 'rot2': 2, 'depth': 2.072, 'yaw': 41.82, 'datetime': '2018-12-12 14:17:28.198062', 'mgs': 0, 'flw2': 8.65, 'flw1': 2.17, 'flw0': 8.52, 'time': 22.85, 'compass': 13.68, 'pitch': 0.74, 'roll': -1.79}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 10.94, 'state': 'normal', 'rot1': 144, 'rot0': 146, 'rot3': 3, 'rot2': 3, 'depth': -0.369, 'yaw': 27.7, 'datetime': '2018-12-12 14:17:28.410181', 'mgs': 0, 'flw2': 6.93, 'flw1': 1.9, 'flw0': 7.37, 'time': 23.06, 'compass': -0.45, 'pitch': 1.63, 'roll': -3.81}
{'lipoC2': 7.41, 'temp': 0.0, 'lipoC3S3': 11.06, 'state': 'normal', 'rot1': 149, 'rot0': 151, 'rot3': 4, 'rot2': 4, 'depth': -0.827, 'yaw': 22.16, 'datetime': '2018-12-12 14:17:28.619787', 'mgs': 0, 'flw2': 6.95, 'flw1': 2.29, 'flw0': 7.23, 'time': 23.27, 'compass': -5.98, 'pitch': 0.31, 'roll': -1.69}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.03, 'state': 'normal', 'rot1': 155, 'rot0': 156, 'rot3': 5, 'rot2': 5, 'depth': 0.851, 'yaw': 25.63, 'datetime': '2018-12-12 14:17:28.828201', 'mgs': 0, 'flw2': 8.17, 'flw1': 1.85, 'flw0': 8.37, 'time': 23.48, 'compass': -2.51, 'pitch': 0.22, 'roll': 2.21}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 161, 'rot0': 161, 'rot3': 6, 'rot2': 6, 'depth': 1.462, 'yaw': 21.43, 'datetime': '2018-12-12 14:17:29.037674', 'mgs': 0, 'flw2': 6.32, 'flw1': 2.2, 'flw0': 6.51, 'time': 23.69, 'compass': -6.71, 'pitch': 1.13, 'roll': 1.69}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 166, 'rot0': 165, 'rot3': 7, 'rot2': 7, 'depth': -0.903, 'yaw': 8.91, 'datetime': '2018-12-12 14:17:29.246255', 'mgs': 0, 'flw2': 5.18, 'flw1': 2.96, 'flw0': 5.99, 'time': 23.9, 'compass': -19.23, 'pitch': 2.05, 'roll': -1.92}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.15, 'state': 'normal', 'rot1': 172, 'rot0': 169, 'rot3': 8, 'rot2': 8, 'depth': -0.293, 'yaw': -5.94, 'datetime': '2018-12-12 14:17:29.456227', 'mgs': 0, 'flw2': 5.63, 'flw1': 2.87, 'flw0': 6.42, 'time': 24.11, 'compass': -34.09, 'pitch': 1.34, 'roll': -4.04}
{'lipoC2': 7.3, 'temp': 0.0, 'lipoC3S3': 11.47, 'state': 'normal', 'rot1': 178, 'rot0': 173, 'rot3': 9, 'rot2': 8, 'depth': 3.293, 'yaw': -22.04, 'datetime': '2018-12-12 14:17:29.667302', 'mgs': 0, 'flw2': 7.08, 'flw1': 3.11, 'flw0': 7.52, 'time': 24.32, 'compass': -50.19, 'pitch': 0.94, 'roll': -4.14}
{'lipoC2': 7.21, 'temp': 0.0, 'lipoC3S3': 11.01, 'state': 'normal', 'rot1': 183, 'rot0': 178, 'rot3': 10, 'rot2': 9, 'depth': 2.682, 'yaw': -40.3, 'datetime': '2018-12-12 14:17:29.877547', 'mgs': 0, 'flw2': 9.07, 'flw1': 2.49, 'flw0': 8.39, 'time': 24.52, 'compass': -68.45, 'pitch': 1.4, 'roll': -3.65}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.13, 'state': 'normal', 'rot1': 189, 'rot0': 182, 'rot3': 11, 'rot2': 10, 'depth': 2.606, 'yaw': -60.39, 'datetime': '2018-12-12 14:17:30.087227', 'mgs': 0, 'flw2': 7.52, 'flw1': 2.34, 'flw0': 7.65, 'time': 24.74, 'compass': -88.53, 'pitch': 2.45, 'roll': -3.16}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.22, 'state': 'normal', 'rot1': 195, 'rot0': 187, 'rot3': 12, 'rot2': 11, 'depth': 0.089, 'yaw': -70.15, 'datetime': '2018-12-12 14:17:30.299060', 'mgs': 0, 'flw2': 7.21, 'flw1': 2.29, 'flw0': 7.64, 'time': 24.95, 'compass': -98.29, 'pitch': 1.97, 'roll': -0.15}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.29, 'state': 'normal', 'rot1': 201, 'rot0': 192, 'rot3': 13, 'rot2': 12, 'depth': 2.759, 'yaw': -69.72, 'datetime': '2018-12-12 14:17:30.509176', 'mgs': 0, 'flw2': 7.08, 'flw1': 2.84, 'flw0': 7.32, 'time': 25.16, 'compass': -97.86, 'pitch': 2.44, 'roll': 2.66}
{'lipoC2': 7.26, 'temp': 0.0, 'lipoC3S3': 11.1, 'state': 'normal', 'rot1': 206, 'rot0': 197, 'rot3': 14, 'rot2': 13, 'depth': 2.682, 'yaw': -61.88, 'datetime': '2018-12-12 14:17:30.723863', 'mgs': 0, 'flw2': 6.64, 'flw1': 2.14, 'flw0': 7.29, 'time': 25.37, 'compass': -90.02, 'pitch': 3.04, 'roll': 2.7}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.3, 'state': 'normal', 'rot1': 210, 'rot0': 202, 'rot3': 15, 'rot2': 14, 'depth': 0.089, 'yaw': -48.95, 'datetime': '2018-12-12 14:17:30.930246', 'mgs': 0, 'flw2': 6.64, 'flw1': 2.4, 'flw0': 7.14, 'time': 25.58, 'compass': -77.09, 'pitch': 2.31, 'roll': 2.1}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.14, 'state': 'normal', 'rot1': 216, 'rot0': 206, 'rot3': 16, 'rot2': 15, 'depth': 0.47, 'yaw': -31.77, 'datetime': '2018-12-12 14:17:31.142459', 'mgs': 0, 'flw2': 6.18, 'flw1': 3.25, 'flw0': 6.3, 'time': 25.79, 'compass': -59.91, 'pitch': 1.49, 'roll': 2.07}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.43, 'state': 'normal', 'rot1': 221, 'rot0': 210, 'rot3': 17, 'rot2': 16, 'depth': 3.293, 'yaw': -13.39, 'datetime': '2018-12-12 14:17:31.351076', 'mgs': 0, 'flw2': 5.79, 'flw1': 1.96, 'flw0': 6.7, 'time': 26.0, 'compass': -41.53, 'pitch': 1.35, 'roll': 3.05}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.43, 'state': 'normal', 'rot1': 227, 'rot0': 215, 'rot3': 18, 'rot2': 17, 'depth': -0.217, 'yaw': 6.43, 'datetime': '2018-12-12 14:17:31.562420', 'mgs': 0, 'flw2': 6.76, 'flw1': 3.19, 'flw0': 6.2, 'time': 26.21, 'compass': -21.71, 'pitch': 2.28, 'roll': 3.85}
{'lipoC2': 7.5, 'temp': 0.0, 'lipoC3S3': 11.02, 'state': 'normal', 'rot1': 231, 'rot0': 218, 'rot3': 19, 'rot2': 18, 'depth': -1.59, 'yaw': 18.25, 'datetime': '2018-12-12 14:17:31.774040', 'mgs': 0, 'flw2': 3.25, 'flw1': 2.11, 'flw0': 4.49, 'time': 26.42, 'compass': -9.9, 'pitch': 2.17, 'roll': 2.34}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 236, 'rot0': 222, 'rot3': 20, 'rot2': 19, 'depth': 1.385, 'yaw': 21.63, 'datetime': '2018-12-12 14:17:31.985249', 'mgs': 0, 'flw2': 7.06, 'flw1': 2.08, 'flw0': 7.09, 'time': 26.63, 'compass': -6.51, 'pitch': 1.29, 'roll': -0.47}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.32, 'state': 'normal', 'rot1': 241, 'rot0': 226, 'rot3': 21, 'rot2': 19, 'depth': 2.072, 'yaw': 28.74, 'datetime': '2018-12-12 14:17:32.195183', 'mgs': 0, 'flw2': 6.82, 'flw1': 2.9, 'flw0': 6.98, 'time': 26.84, 'compass': 0.59, 'pitch': 0.34, 'roll': -0.11}
{'lipoC2': 7.56, 'temp': 0.0, 'lipoC3S3': 11.06, 'state': 'normal', 'rot1': 245, 'rot0': 229, 'rot3': 21, 'rot2': 20, 'depth': -0.751, 'yaw': 42.99, 'datetime': '2018-12-12 14:17:32.404991', 'mgs': 0, 'flw2': 6.74, 'flw1': 2.29, 'flw0': 7.31, 'time': 27.05, 'compass': 14.85, 'pitch': 0.28, 'roll': 3.14}
{'lipoC2': 7.57, 'temp': 0.0, 'lipoC3S3': 11.06, 'state': 'normal', 'rot1': 249, 'rot0': 234, 'rot3': 22, 'rot2': 21, 'depth': -0.598, 'yaw': 61.44, 'datetime': '2018-12-12 14:17:32.616113', 'mgs': 0, 'flw2': 5.26, 'flw1': 2.11, 'flw0': 6.4, 'time': 27.26, 'compass': 33.3, 'pitch': 1.31, 'roll': 5.63}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 254, 'rot0': 237, 'rot3': 23, 'rot2': 22, 'depth': -0.217, 'yaw': 80.49, 'datetime': '2018-12-12 14:17:32.826499', 'mgs': 0, 'flw2': 4.21, 'flw1': 3.13, 'flw0': 4.71, 'time': 27.47, 'compass': 52.35, 'pitch': 2.3, 'roll': 5.68}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.54, 'state': 'normal', 'rot1': 258, 'rot0': 241, 'rot3': 24, 'rot2': 23, 'depth': -0.14, 'yaw': 98.88, 'datetime': '2018-12-12 14:17:33.042369', 'mgs': 0, 'flw2': 3.17, 'flw1': 2.2, 'flw0': 4.0, 'time': 27.68, 'compass': 70.74, 'pitch': 2.01, 'roll': 4.12}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 261, 'rot0': 243, 'rot3': 25, 'rot2': 24, 'depth': 0.012, 'yaw': 115.95, 'datetime': '2018-12-12 14:17:33.251557', 'mgs': 0, 'flw2': 2.22, 'flw1': 2.37, 'flw0': 2.71, 'time': 27.89, 'compass': 87.81, 'pitch': 1.46, 'roll': 2.54}
{'lipoC2': 7.53, 'temp': 0.0, 'lipoC3S3': 11.17, 'state': 'normal', 'rot1': 263, 'rot0': 245, 'rot3': 26, 'rot2': 25, 'depth': -0.98, 'yaw': 133.35, 'datetime': '2018-12-12 14:17:33.461781', 'mgs': 0, 'flw2': 1.71, 'flw1': 2.61, 'flw0': 1.73, 'time': 28.1, 'compass': 105.21, 'pitch': 0.65, 'roll': 1.57}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.59, 'state': 'normal', 'rot1': 265, 'rot0': 247, 'rot3': 27, 'rot2': 26, 'depth': 0.089, 'yaw': 150.04, 'datetime': '2018-12-12 14:17:33.675417', 'mgs': 0, 'flw2': 1.11, 'flw1': 2.43, 'flw0': 0.67, 'time': 28.31, 'compass': 121.9, 'pitch': -0.12, 'roll': 1.9}
